"","variables","year","AGE_MOTHER","prop","prop_low","prop_upp","WEALTH_INDEX","RELATIONSHIP_HOUSEHOLD_HEAD","TYPE_PLACE_RESIDENCE","HOUSEHOLD_MEMBERS","ETHNICITY","DEPARTMENT","EDUCATION_LEVEL","NATURAL_REGION","KNOW_STD","KNOW_STD_SYMPTOM","CHECKUP_RULE_OUT_SYPHILIS","CHECKUP_RULE_OUT_HIV","PRENATAL_ATTENTION_PROFESSIONAL_LEVEL","INTENDED_PREGNANCY","FIRST_PRENATAL_VISIT","NUMBER_PRENATAL_VISITS","PRENATAL_ATTENTION_PLACE","HAVE_STD_SYMPTOM","KNOW_MTCT_HIV_DURING_PREGNANCY","KNOW_MTCT_HIV_DURING_CHILDBIRTH","KNOW_MTCT_HIV_DURING_BREASTFEEDING","KNOW_MTCT_HIV","HEALTH_INSURANCE","CURRENT_MARITAL_STATUS"
"62","WEALTH_INDEX",2019,NA,0.246704759815145,0.23652399819016,0.257176122878189,"POOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","WEALTH_INDEX",2019,NA,0.224626903803041,0.215951018163523,0.233547519697802,"POOREST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","WEALTH_INDEX",2019,NA,0.175385472166098,0.166436874967214,0.18470858436838,"RICH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","WEALTH_INDEX",2019,NA,0.151336096066784,0.143182525796939,0.159867342005768,"RICHEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","WEALTH_INDEX",2016,NA,0.213990834717855,0.203695349441631,0.224659879259996,"MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","WEALTH_INDEX",2016,NA,0.233109895142149,0.221231172233406,0.245425427022148,"POOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","WEALTH_INDEX",2016,NA,0.202961705137593,0.191068246379554,0.215398365563967,"POOREST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","WEALTH_INDEX",2016,NA,0.185754263973523,0.175709024425421,0.196237068852172,"RICH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","WEALTH_INDEX",2016,NA,0.164183301204388,0.150653544003281,0.178672519135281,"RICHEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","WEALTH_INDEX",2021,NA,0.215416721729974,0.205426174781953,0.225755094952243,"MIDDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
